evid year month day hour minutes seconds latitude longitude depth mag #pairs #difftimes ex ey ez et rms_phase rms_xcor loc_code
0000002173 2020 8 24 8 28 49.062 36.49973 -81.11568 2.651 -0.45 374 2273 13.54 27.03 41.11 6.151 0.000 0.233 3
0000002179 2020 8 24 9 5 21.465 36.48142 -81.10091 1.425 -0.45 372 2003 23.97 28.91 29.06 4.576 0.000 0.252 3
0000002184 2020 8 24 9 44 23.959 36.47734 -81.09020 2.416 -0.77 374 2013 34.93 35.21 25.63 9.005 0.000 0.247 3
0000002194 2020 8 24 11 40 25.535 36.48503 -81.09129 -0.007 NM 347 1613 14.79 14.97 0.00 1.798 0.000 0.259 3
0000002204 2020 8 24 15 31 47.207 36.48342 -81.08002 2.554 -0.61 354 1908 15.24 11.13 7.28 2.611 0.000 0.243 3
0000002219 2020 8 24 20 22 36.284 36.50051 -81.15691 2.243 -1.35 3 12 717.42 575.84 560.86 164.430 0.000 0.565 3
0000002226 2020 8 24 22 28 32.734 36.47594 -81.08571 1.939 0.44 372 2013 11.58 13.80 7.22 2.043 0.000 0.250 3
0000002229 2020 8 25 0 32 1.595 36.48177 -81.07658 1.899 -1.06 442 2951 27.19 19.04 21.17 2.605 0.000 0.227 3
0000002230 2020 8 25 0 49 26.399 36.51901 -81.12728 -0.007 -1.76 3 12 978.63 799.15 0.00 389.977 0.000 0.939 3
0000002231 2020 8 25 1 9 38.601 36.49952 -81.09129 -0.007 -0.82 20 76 114.61 234.35 0.39 26.265 0.000 0.439 3
0000002233 2020 8 25 1 53 42.948 36.48664 -81.08685 1.696 -0.59 374 2025 22.22 13.54 20.90 4.858 0.000 0.248 3
0000002239 2020 8 25 3 58 46.691 36.48307 -81.09965 0.973 -0.57 5 20 485.98 523.78 884.52 139.637 0.000 0.525 3
0000002240 2020 8 25 4 15 56.884 36.47508 -81.04724 2.151 -1.00 5 20 565.82 781.25 526.75 156.907 0.000 0.590 3
0000002256 2020 8 25 7 35 8.358 36.49784 -81.08782 -0.007 -1.12 3 12 654.83 630.56 391.34 180.257 0.000 0.332 3
0000002258 2020 8 25 8 0 48.921 36.50543 -81.11467 2.775 0.39 473 3183 6.08 6.95 16.02 1.690 0.000 0.217 3
0000002277 2020 8 25 12 29 51.799 36.50270 -81.11623 1.537 -0.31 372 2269 17.28 8.36 22.11 3.354 0.000 0.232 3
0000002278 2020 8 25 13 1 28.867 36.49009 -81.11942 -0.007 NM 2 8 375.13 537.13 0.00 152.027 0.000 0.539 3
0000002280 2020 8 25 13 50 33.361 36.47659 -81.08829 2.131 0.91 446 3012 5.24 6.27 6.50 1.390 0.000 0.245 3
0000002281 2020 8 25 13 51 9.637 36.47727 -81.08828 1.670 -0.17 27 104 107.39 71.55 277.30 48.669 0.000 0.257 3
0000002282 2020 8 25 14 22 9.800 36.48120 -81.09920 4.099 0.46 3 12 847.50 732.31 790.73 186.226 0.000 0.579 3
0000002284 2020 8 25 14 24 11.461 36.46778 -81.09190 1.657 0.31 407 2739 41.37 51.99 24.76 6.033 0.000 0.256 3
0000002285 2020 8 25 14 25 22.930 36.49557 -81.06311 -0.007 -0.93 8 28 849.87 675.03 299.64 193.742 0.000 1.032 3
0000002289 2020 8 25 15 37 22.097 36.48298 -81.08453 1.676 -1.28 372 2013 27.05 19.43 18.61 5.912 0.000 0.252 3
0000002293 2020 8 25 18 10 16.186 36.48209 -81.09386 1.841 -0.07 372 2013 19.68 21.63 23.90 4.597 0.000 0.249 3
0000002303 2020 8 25 20 21 36.307 36.48114 -81.08783 -0.007 NM 336 1557 22.24 5.47 0.00 2.072 0.000 0.259 3
0000002304 2020 8 25 21 29 29.745 36.48520 -81.09808 0.206 -1.12 3 12 432.42 346.65 396.99 97.954 0.000 0.615 3
0000002306 2020 8 25 21 40 16.900 36.45324 -81.08377 -0.007 -0.50 2 4 186.64 203.35 317.34 46.550 0.000 0.018 3
0000002308 2020 8 25 21 52 37.765 36.47100 -81.10015 1.045 0.30 466 3135 21.75 8.19 12.58 2.436 0.000 0.242 3
0000002313 2020 8 25 23 15 7.984 36.47414 -81.10125 0.937 -0.49 18 68 145.89 67.10 439.19 37.073 0.000 0.613 3
0000002319 2020 8 26 0 50 46.640 36.47967 -81.09523 0.751 -1.09 2 8 577.05 562.22 541.07 134.675 0.000 0.209 3
0000002322 2020 8 26 1 30 35.658 36.45543 -81.10819 -0.007 -0.76 2 8 760.44 615.08 147.07 213.170 0.000 0.827 3
0000002328 2020 8 26 3 12 30.043 36.45354 -81.05254 0.960 0.14 14 56 670.00 575.03 815.99 205.621 0.000 0.781 3
0000002329 2020 8 26 3 19 46.473 36.46749 -81.09281 -0.007 NM 4 16 362.95 406.90 296.77 115.571 0.000 0.611 3
0000002341 2020 8 26 5 1 17.373 36.46979 -81.10759 -0.007 -1.81 6 24 436.60 344.71 0.00 142.226 0.000 0.387 3
0000002343 2020 8 26 5 29 38.870 36.48330 -81.08310 2.049 -0.47 411 2632 12.40 6.88 7.44 1.031 0.000 0.244 3
0000002347 2020 8 26 6 48 17.661 36.47501 -81.08743 2.211 -0.42 410 2635 4.92 6.93 8.29 1.324 0.000 0.247 3
0000002348 2020 8 26 6 51 37.175 36.47429 -81.08837 1.619 1.80 458 3262 15.12 17.76 6.63 2.910 0.000 0.292 3
0000002350 2020 8 26 7 1 37.491 36.46906 -81.10043 2.493 -0.62 372 2021 13.22 16.98 7.10 2.790 0.000 0.244 3
0000002360 2020 8 26 10 32 43.336 36.48058 -81.06988 0.001 NM 2 8 910.24 882.53 468.02 379.103 0.000 0.879 3
0000002366 2020 8 26 13 47 19.285 36.47332 -81.09140 1.926 0.32 410 2747 16.20 15.63 3.84 1.887 0.000 0.245 3
0000002384 2020 8 26 19 39 11.590 36.47813 -81.09445 4.248 -1.03 2 8 812.54 805.84 735.45 182.675 0.000 0.416 3
0000002395 2020 8 26 22 51 40.986 36.49818 -81.10205 3.191 0.05 355 2088 8.26 8.76 11.51 2.097 0.000 0.206 3
0000002397 2020 8 27 0 24 50.938 36.46954 -81.02654 -0.007 -0.73 13 52 556.83 251.50 0.00 169.808 0.000 0.466 3
0000002399 2020 8 27 0 45 44.276 36.48555 -81.09172 2.159 -1.32 2 8 557.48 561.90 485.97 125.596 0.000 0.222 3
0000002408 2020 8 27 5 18 10.431 36.50460 -81.10422 -0.007 -1.49 3 12 653.31 514.04 303.37 180.852 0.000 0.579 3
0000002417 2020 8 27 7 10 39.539 36.47029 -81.09434 2.037 0.48 430 2956 6.21 9.68 7.31 2.346 0.000 0.221 3
0000002418 2020 8 27 7 11 24.923 36.47156 -81.09433 1.622 2.11 471 3683 3.61 5.28 12.55 2.225 0.000 0.321 3
0000002419 2020 8 27 7 14 2.196 36.51004 -81.08192 2.536 -1.18 5 20 356.58 768.83 960.95 189.957 0.000 0.419 3
0000002428 2020 8 27 9 19 4.839 36.47332 -81.10069 -0.007 NM 2 8 322.22 252.68 0.00 163.285 0.000 0.477 3
0000002435 2020 8 27 14 27 58.609 36.49599 -81.11263 3.313 0.09 475 3170 8.16 17.70 13.69 2.843 0.000 0.379 3
0000002439 2020 8 27 16 41 38.438 36.47268 -81.09688 1.791 -0.49 372 2023 13.14 14.06 7.23 2.281 0.000 0.249 3
0000002440 2020 8 27 16 44 1.599 36.46207 -81.09686 1.581 -0.61 372 2141 11.07 13.74 12.38 2.702 0.000 0.236 3
0000002442 2020 8 27 16 52 29.780 36.50808 -81.07317 10.556 -1.30 5 20 798.22 840.28 854.92 234.001 0.000 0.383 3
0000002445 2020 8 27 18 34 35.896 36.50726 -81.10900 2.492 -0.68 13 52 454.40 364.69 861.00 239.595 0.000 0.623 3
0000002459 2020 8 27 22 54 47.283 36.48473 -81.13777 -0.007 -0.81 2 8 634.61 444.72 152.04 230.072 0.000 0.410 3
0000002472 2020 8 28 2 23 46.785 36.41542 -81.01786 9.626 -1.47 19 76 674.31 825.60 582.72 171.304 0.000 0.719 3
0000002474 2020 8 28 2 46 1.222 36.55420 -81.09244 -0.007 NM 4 12 898.50 780.04 0.00 726.046 0.000 1.253 3
0000002478 2020 8 28 3 25 7.256 36.49800 -81.11855 -0.007 -0.82 343 1624 7.60 9.58 0.00 2.054 0.000 0.246 3
0000002484 2020 8 28 4 11 59.530 36.51097 -81.12818 5.225 -0.16 28 108 371.56 298.94 472.74 154.891 0.000 0.561 3
0000002496 2020 8 28 7 40 51.995 36.49594 -81.13078 -0.007 -0.86 2 8 767.33 449.62 417.87 196.738 0.000 0.667 3
0000002499 2020 8 28 8 59 58.263 36.50451 -81.12592 -0.007 -0.55 414 2652 8.67 6.72 0.00 2.456 0.000 0.264 3
0000002502 2020 8 28 9 54 9.498 36.48987 -81.07787 0.066 0.46 471 3201 24.61 13.73 27.64 3.392 0.000 0.244 3
0000002510 2020 8 28 15 53 7.591 36.45957 -81.11050 -0.007 0.17 364 2120 26.82 197.81 0.00 5.190 0.000 0.300 3
0000002511 2020 8 28 16 15 45.636 36.45936 -81.11021 -0.007 -0.39 364 2130 29.17 221.20 0.00 5.385 0.000 0.332 3
0000002514 2020 8 28 16 21 28.688 36.47141 -81.09707 1.357 -0.60 434 2653 11.48 14.67 9.71 2.706 0.000 0.283 3
0000002527 2020 8 28 21 50 34.021 36.44416 -81.09642 6.781 -0.86 13 52 710.80 489.05 772.78 240.258 0.000 0.815 3
0000002531 2020 8 29 0 8 20.441 36.50124 -81.06804 10.716 -1.93 6 20 999.04 788.74 999.02 316.840 0.000 0.979 3
0000002532 2020 8 29 0 56 17.817 36.49534 -81.04366 4.885 -1.33 8 32 927.86 749.82 999.02 185.653 0.000 0.981 3
0000002535 2020 8 29 1 22 3.309 36.51199 -81.12530 -0.007 -0.37 419 2853 18.46 11.37 0.00 3.459 0.000 0.273 3
0000002537 2020 8 29 2 26 19.632 36.50958 -81.10883 3.008 0.24 472 3232 10.54 15.71 14.04 2.649 0.000 0.245 3
0000002539 2020 8 29 4 49 49.777 36.51480 -81.12080 -0.007 NM 2 8 751.74 878.04 0.29 352.418 0.000 1.001 3
0000002541 2020 8 29 5 12 0.005 36.48387 -81.09719 1.340 -1.09 4 16 549.82 397.17 443.60 98.178 0.000 0.479 3
0000002544 2020 8 29 6 57 40.200 36.45695 -81.08157 -0.007 -1.01 8 32 329.01 528.70 394.89 96.718 0.000 0.489 3
0000002545 2020 8 29 7 6 45.738 36.45203 -81.11295 0.589 NM 4 16 544.15 742.08 439.19 226.396 0.000 0.737 3
0000002553 2020 8 29 12 42 7.911 36.49578 -81.07631 -0.007 -1.78 7 28 779.15 587.39 0.00 210.532 0.000 0.945 3
0000002568 2020 8 29 18 30 30.322 36.50428 -81.12413 0.087 -0.42 446 3046 6.94 8.84 105.04 3.775 0.000 0.242 3
0000002569 2020 8 29 18 41 46.383 36.50713 -81.09785 3.907 -0.68 11 44 565.40 418.60 753.34 154.303 0.000 0.588 3
0000002570 2020 8 29 18 45 25.731 36.44693 -81.06913 10.415 -1.75 5 20 872.82 768.37 861.01 282.044 0.000 1.057 3
0000002571 2020 8 29 19 35 52.718 36.48153 -81.08599 2.343 -1.01 11 44 403.25 492.23 473.67 150.121 0.000 0.890 3
0000002572 2020 8 29 20 29 15.466 36.51537 -81.14346 -0.007 0.04 6 24 866.20 873.81 0.00 295.769 0.000 0.670 3
0000002577 2020 8 29 22 3 50.980 36.56976 -81.09483 -0.007 NM 4 16 972.36 978.37 399.61 482.901 0.000 1.301 3
0000002580 2020 8 29 22 13 26.922 36.51018 -81.11173 9.845 -1.95 4 16 894.86 852.90 894.90 243.731 0.000 0.873 3
0000002583 2020 8 29 23 47 12.854 36.45381 -81.02975 10.286 -1.93 5 20 825.54 998.93 949.05 398.502 0.000 0.822 3
0000002586 2020 8 30 1 24 22.030 36.50642 -81.11330 2.251 -0.02 372 2073 11.62 6.46 37.70 5.161 0.000 0.242 3
0000002602 2020 8 30 5 49 28.395 36.49675 -81.09279 0.893 -1.17 23 92 253.69 186.35 492.52 73.280 0.000 0.445 3
0000002603 2020 8 30 6 27 8.383 36.47554 -81.08920 1.744 -0.39 443 3060 6.17 4.08 4.71 1.111 0.000 0.235 3
0000002604 2020 8 30 7 39 31.397 36.48738 -81.08984 2.993 NM 420 2872 27.49 5.48 5.18 2.389 0.000 0.228 3
0000002609 2020 8 30 9 55 32.572 36.50396 -81.11785 2.253 -0.82 420 2878 8.61 10.93 16.88 2.645 0.000 0.248 3
0000002613 2020 8 30 11 40 24.138 36.47705 -81.08845 1.873 0.40 442 3061 2.70 4.29 6.65 0.996 0.000 0.229 3
0000002615 2020 8 30 12 1 0.271 36.44917 -81.05482 10.726 -1.09 16 64 782.58 804.97 201.56 105.620 0.000 0.679 3
0000002618 2020 8 30 12 19 25.758 36.47021 -81.06187 3.341 -1.86 6 24 855.42 445.26 684.15 141.015 0.000 0.602 3
0000002623 2020 8 30 14 35 22.864 36.50622 -81.11140 3.238 1.19 470 3241 6.94 13.83 14.08 3.102 0.000 0.223 3
0000002633 2020 8 30 19 54 59.576 36.46378 -81.11970 2.830 -1.41 4 16 782.31 538.83 521.73 208.088 0.000 0.249 3
0000002634 2020 8 30 20 7 34.232 36.47928 -81.10583 5.816 -0.72 16 64 625.79 537.27 783.60 245.004 0.000 0.603 3
0000002640 2020 8 30 22 7 50.741 36.49723 -81.09473 1.042 -0.13 21 84 194.10 97.29 529.69 50.747 0.000 0.499 3
0000002641 2020 8 30 22 20 22.861 36.48652 -81.09454 -0.007 NM 439 3045 20.89 33.43 0.00 6.044 0.000 0.245 3
0000002643 2020 8 30 23 48 29.014 36.49897 -81.09106 1.816 -1.18 471 3229 19.83 15.19 19.98 3.065 0.000 0.230 3
0000002646 2020 8 31 1 34 43.848 36.47746 -80.76698 -0.007 1.94 5 24 647.02 864.15 320.00 175.017 0.000 1.149 3
0000002650 2020 8 31 3 20 13.574 36.54826 -81.03624 2.849 -1.71 17 68 625.90 799.24 896.67 220.677 0.000 0.494 3
0000002652 2020 8 31 4 11 43.653 36.48229 -81.07893 2.282 -1.34 13 52 255.57 426.83 366.77 67.676 0.000 0.507 3
0000002658 2020 8 31 6 43 1.549 36.46868 -81.07968 10.726 -1.18 25 100 768.95 823.97 383.79 114.307 0.000 0.836 3
0000002660 2020 8 31 7 0 46.769 36.49306 -81.09338 3.773 -0.51 447 3059 9.31 8.87 8.74 2.041 0.000 0.231 3
0000002661 2020 8 31 7 5 23.515 36.49020 -81.07487 0.504 1.68 522 3713 9.42 4.27 27.96 2.686 0.000 0.279 3
0000002666 2020 8 31 11 1 18.138 36.51793 -81.12364 -0.007 -0.89 6 24 688.55 569.22 150.24 226.595 0.000 0.861 3
0000002670 2020 8 31 11 53 7.093 36.50346 -81.09628 3.241 0.36 461 3204 103.23 36.80 101.88 12.456 0.000 0.251 3
0000002676 2020 8 31 17 31 1.610 36.47762 -81.10081 1.426 -1.05 374 2101 18.24 21.56 19.64 3.845 0.000 0.246 3
0000002677 2020 8 31 19 27 59.941 36.50458 -81.14995 9.946 -1.75 5 20 659.94 646.54 893.55 181.059 0.000 0.318 3
0000002679 2020 8 31 19 48 24.558 36.45397 -81.10925 -0.007 -0.29 2 8 558.65 817.16 447.49 208.324 0.000 0.415 3
0000002683 2020 8 31 21 21 18.231 36.47284 -81.08359 2.008 -1.28 7 28 594.62 569.68 670.69 194.329 0.000 0.515 3
0000002685 2020 8 31 21 50 32.108 36.46743 -81.10345 -0.007 0.32 372 2097 22.12 15.24 0.00 5.344 0.000 0.395 3
0000002696 2020 9 1 1 27 30.531 36.48546 -81.09247 -0.007 -0.53 372 2117 21.56 61.15 0.00 9.149 0.000 0.256 3
0000002701 2020 9 1 3 41 12.717 36.53059 -81.07026 10.286 -1.40 23 92 282.09 617.79 722.42 146.219 0.000 1.009 3
0000002709 2020 9 1 5 59 15.129 36.49666 -81.11065 2.995 -1.25 30 120 150.65 122.57 683.48 128.059 0.000 0.721 3
0000002711 2020 9 1 6 34 2.680 36.47885 -81.10446 0.001 NM 6 24 841.70 205.73 454.13 156.351 0.000 0.505 3
0000002716 2020 9 1 7 58 26.169 36.40142 -81.08396 11.206 NM 3 12 910.50 978.75 915.56 169.344 0.000 0.947 3
0000002718 2020 9 1 9 26 18.456 36.48375 -81.11208 0.766 NM 2 8 872.07 323.52 580.86 252.986 0.000 0.360 3
0000002724 2020 9 1 13 30 53.353 36.50930 -81.12718 1.560 -0.06 419 2939 16.16 20.29 74.31 3.954 0.000 0.223 3
0000002726 2020 9 1 19 7 31.720 36.48615 -81.08803 -0.007 NM 2 8 702.90 558.34 314.06 287.437 0.000 0.679 3
0000002738 2020 9 2 0 38 0.405 36.44473 -81.04423 -0.007 -1.56 16 64 450.33 672.13 457.81 214.699 0.000 0.587 3
0000002745 2020 9 2 3 23 58.330 36.47642 -81.09212 3.000 -0.60 423 2952 16.19 15.60 15.50 4.947 0.000 0.221 3
0000002754 2020 9 2 6 48 47.905 36.48500 -81.07059 -0.007 NM 372 2125 116.91 20.20 0.00 6.597 0.000 0.273 3
0000002760 2020 9 2 8 34 16.843 36.49662 -81.08468 1.886 -0.05 467 3271 7.95 8.63 10.39 2.366 0.000 0.234 3
0000002766 2020 9 2 10 20 37.767 36.49832 -81.11951 2.751 -0.40 462 3228 55.94 48.92 43.63 7.030 0.000 0.228 3
0000002767 2020 9 2 11 54 44.212 36.50357 -81.11658 0.361 -0.36 372 2393 7.35 8.57 44.52 3.156 0.000 0.228 3
0000002768 2020 9 2 12 21 45.638 36.46694 -81.07079 0.131 -0.40 6 24 622.47 545.71 471.31 175.694 0.000 0.712 3
0000002769 2020 9 2 12 27 27.391 36.46703 -81.05748 10.396 -0.87 26 104 626.50 575.71 599.41 106.634 0.000 0.620 3
0000002774 2020 9 2 19 21 31.679 36.49162 -81.11928 0.354 -1.10 7 28 392.15 149.60 507.19 108.602 0.000 0.663 3
0000002795 2020 9 3 11 43 50.553 36.49690 -81.11691 0.741 NM 11 44 258.65 235.42 825.32 90.370 0.000 0.603 3
0000002806 2020 9 3 18 24 3.175 36.49368 -81.04460 -0.008 -1.35 2 8 750.74 802.60 212.94 244.863 0.000 0.495 3
