evid year month day hour minutes seconds latitude longitude depth mag #pairs #difftimes ex ey ez et rms_phase rms_xcor loc_code
0000002724 2020 9 1 13 30 54.221 36.51724 -81.13557 0.816 -0.51 419 2955 8.63 5.67 1.16 13.533 0.000 0.238 3
0000002726 2020 9 1 19 7 30.609 36.48478 -81.08829 0.997 NM 2 8 710.28 438.19 56.51 217.916 0.000 0.685 3
0000002738 2020 9 2 0 37 59.461 36.44424 -81.04879 -1.003 -0.77 16 64 496.14 739.42 16.30 267.790 0.000 0.594 3
0000002745 2020 9 2 3 23 59.942 36.46774 -81.08544 0.770 -0.60 423 2964 9.72 11.03 2.14 22.849 0.000 0.269 3
0000002754 2020 9 2 6 48 46.861 36.48486 -81.07088 0.997 NM 372 2125 112.41 26.06 0.00 9.248 0.000 0.277 3
0000002760 2020 9 2 8 34 15.813 36.49669 -81.08694 2.043 -0.72 467 3271 17.41 12.17 25.68 5.542 0.000 0.240 3
0000002766 2020 9 2 10 20 36.763 36.49701 -81.12202 2.636 -0.30 462 3228 30.35 22.67 52.13 3.762 0.000 0.234 3
0000002767 2020 9 2 11 54 43.258 36.50287 -81.11844 0.990 -0.02 372 2393 9.62 5.99 2.48 28.469 0.000 0.233 3
0000002768 2020 9 2 12 21 44.497 36.46395 -81.06899 0.997 -0.50 6 24 686.91 649.32 301.13 202.215 0.000 0.750 3
0000002769 2020 9 2 12 27 35.291 36.45194 -80.98394 -0.333 -0.42 26 104 880.78 747.79 261.81 2136.191 0.000 0.611 3
0000002774 2020 9 2 19 21 31.640 36.49054 -81.12158 0.905 NM 7 28 462.80 493.05 291.44 3209.561 0.000 0.673 3
0000002795 2020 9 3 11 43 49.360 36.49502 -81.11895 2.310 NM 11 44 468.75 291.34 813.90 140.769 0.000 0.576 3
0000002806 2020 9 3 18 24 2.477 36.48927 -81.06212 -1.003 NM 2 8 667.79 486.78 0.00 140.682 0.000 0.436 3
